Year,Semester,Department,Code,num_students,Mean,SD,Kurtosis,Skewness,Dip,p(Dip),Shapiro,p(Shapiro),AD,p(AD),p(BIMT),LR-BIMT,logShap,logpShap
2002,1,CSC,105,116,65.1379310344828,18.960323126821,1.05201030890536,0.00467763936516859,0.193058076225045,0,0.736282199609374,3.80720096403537e-13,14.5672570505554,3.7e-24,0,0,0.73950893009296,4.65326716586571e-13
2004,1,CSC,302,30,62.0666666666667,22.4667314709663,1.15396297216038,0.108989584094524,0.161764705882353,9.28525417775994e-07,0.758113295073749,1.2349870838009e-05,3.25842807768008,2.24553423879046e-08,0,0,0.740477735966027,6.41345463952283e-06
2000,1,CSC,100,482,66.0124481327801,24.0933702335825,1.05332185642424,-0.0327155208445672,0.178423236514523,0,0.72402815179052,1.83434403749449e-27,63.8226187030849,3.7e-24,0,0,0.74770915000991,1.86785518139022e-26
2004,2,CSC,400,52,61.9615384615385,20.0655411759754,1.01017667195222,-0.000609489826816579,0.21875,0,0.679572186247937,2.25052315131449e-09,7.98536045697232,9.8161552813974e-20,0,0,0.682731961140425,2.55640997491104e-09
2004,2,CSC,333,82,62.890243902439,21.2027287421364,1.03915508928359,0.02204078386592,0.18780487804878,0,0.714722609765719,2.49685932534587e-11,11.0320353508965,3.7e-24,0,0,0.710474584833372,2.00707161573881e-11
2000,1,CSC,105,108,62.3240740740741,22.4123750461528,1.02063131943634,0.00735153444567982,0.203401771336554,0,0.697607520821737,1.32369068370019e-13,15.6231236987888,3.7e-24,0,0,0.69772550345406,1.33228322521694e-13
2003,2,CSC,201,106,61.4622641509434,21.9028915370081,1.02646460592782,0.00495457374620845,0.205353225098727,0,0.707112293694993,3.058860890542e-13,14.7687478461793,3.7e-24,0,0,0.709844295486429,3.56349358260529e-13
2004,2,CSC,302,34,63.1176470588235,23.4323846170499,1.03188502742546,-0.0167422794421618,0.200980392156863,0,0.708375738030665,6.63344519059603e-07,4.72192403852549,5.78346808265592e-12,0,0,0.726691206797779,1.29728358849272e-06
2002,1,CSC,333,44,63.1136363636364,22.1235599022493,1.11874263393034,-0.030162875631042,0.153409090909091,0,0.781686685507732,1.19361087900283e-06,4.28925293464925,7.7191622405691e-11,0,0,0.795490967611471,2.33285193265661e-06
2000,2,CSC,101,318,62.4591194968553,24.4642898545333,1.01610806427445,-0.0065060167306624,0.207578616352201,0,0.690107662211968,8.90442116896239e-24,47.8675473612134,3.7e-24,0,0,0.702828075935124,2.39631156774138e-23
2003,1,CSC,200,224,62.6071428571429,21.8545362779833,1.1028239801168,-0.0704984124598594,0.156534954407295,0,0.745113313708562,2.62497036879622e-18,26.9989955191875,3.7e-24,0,0,0.772973115191268,2.64728777544528e-17
2003,2,CSC,333,84,61.6309523809524,24.8725811983313,1.11482295261851,0.0341154561913812,0.15318957771788,0,0.778015342932984,6.30036579659108e-10,8.7407073386547,2.08189271500909e-21,0,0,0.785261299662336,9.89670296221281e-10
2000,1,CSC,301,50,63.66,21.3451805964222,1.074029737543,0.0474125257984998,0.180851063829787,0,0.734803772033907,3.68995109263145e-08,6.18310471286366,2.02537952447169e-15,0,0,0.723946456578536,2.28549987672121e-08
2004,1,CSC,300,46,60.2391304347826,23.9046111615021,1.01951230861692,-0.00709388089467667,0.21,0,0.696714691905307,1.88617022999937e-08,6.6495590831824,1.44001871046616e-16,0,0,0.710151984241475,3.24001955535915e-08
2001,2,CSC,100,496,61.5282258064516,22.7221960116832,1.10259895297926,0.0206799758594423,0.160518188057653,0,0.773928811908724,1.36550803580199e-25,52.9770488046147,3.7e-24,0,0,0.780314025696088,2.80404009401063e-25
2000,2,CSC,100,460,63.4869565217391,21.5943449457595,1.02138414042297,-0.00953130351460315,0.201581027667984,0,0.697493134651293,6.3965883344791e-28,67.2444082434865,3.7e-24,0,0,0.709078927660581,1.778521744439e-27
2004,1,CSC,100,480,63.6208333333333,21.5137472031154,1.00915544101774,0.00050980546857404,0.222771317829457,0,0.67818852025586,3.50685497043964e-29,75.0945596346451,3.7e-24,0,0,0.680970705106358,4.43125134005119e-29
2003,1,CSC,301,40,65.05,25.0332599268274,1.02210686650721,0.0025160965597206,0.21,0,0.702172566417301,1.05692110326513e-07,5.63511364085574,3.76319091420827e-14,0,0,0.707588651152888,1.29955294446789e-07
2003,2,CSC,302,46,63.0434782608696,23.3627971325155,1.03787532119921,0.0223627330783335,0.195,0,0.712262151107883,3.53238446931867e-08,6.23465751895002,1.44624275893534e-15,0,0,0.70523185304823,2.65294626574383e-08
2000,2,CSC,201,120,61.5416666666667,21.7406005318297,1.07890481849278,0.0556802774611758,0.16427304964539,0,0.733284055571396,1.79149642057321e-13,14.8932581915581,3.7e-24,0,0,0.720425795621184,8.15986869817183e-14
2004,1,CSC,105,88,60.875,24.2381918164028,1.0067896197328,0.000495237914486719,0.229591836734694,0,0.671752815123908,1.00085245826223e-12,13.8977306840983,3.7e-24,0,0,0.675565814767732,1.20333954847975e-12
2002,2,CSC,100,534,62.2659176029963,22.7149825216211,1.14072425280494,0.096298944309747,0.139476389806859,0,0.759186325217132,3.37489618732515e-27,60.3723259516451,3.7e-24,0,0,0.741961442541535,5.48165794428854e-28
2003,1,CSC,300,66,62.0151515151515,23.2296179803963,1.08557573672614,0.0389232850818008,0.167140151515152,0,0.755369146857983,3.86451623012626e-09,7.35425290655645,3.61840778153912e-18,0,0,0.755948241100582,3.98416050338677e-09
2003,1,CSC,201,82,63.9634146341463,21.1481809753628,1.13757770739721,-0.00574284765433619,0.16046995835812,0,0.792489893885661,2.14285454615783e-09,7.93693183236536,1.64099053373047e-19,0,0,0.804526773357851,4.68773086964691e-09
2003,2,CSC,400,62,60.7096774193548,22.6313195842342,1.02140493864209,-0.0117931896790878,0.208333333333333,0,0.695065605208448,4.65974568249451e-10,9.00889348753311,4.11503447264474e-22,0,0,0.709343784692332,8.8791945821092e-10
2000,1,CSC,302,72,62.375,22.6730823218157,1.01040658477396,0.000257940103205879,0.222826086956522,0,0.681514128135502,3.26077230830563e-11,11.0266698633274,3.7e-24,0,0,0.684960327193855,3.81879290056448e-11
2000,1,CSC,400,38,61.4210526315789,22.8882497635883,1.05972306357287,0.0160426717758303,0.193363844393593,0,0.738935444104886,7.39859931429214e-07,4.60512432424293,1.20087855324502e-11,0,0,0.742125914605798,8.41593040420039e-07
2000,1,CSC,101,276,63.5579710144928,22.6868061347454,1.04565469889992,-0.0275863582660781,0.179236912156167,0,0.719202890861746,2.92273870722058e-21,37.0580668879538,3.7e-24,0,0,0.73918546964133,1.48331327143197e-20
2001,2,CSC,200,188,62.3085106382979,23.3024873454856,1.01720781395185,0.00762581256756172,0.20633865248227,0,0.691011884087033,2.2981277347583e-18,28.1589130292957,3.7e-24,0,0,0.689155985346938,2.03697890679891e-18
2001,1,CSC,400,56,59.5357142857143,22.767572063405,1.09969055321471,-0.00775111343172757,0.176785714285714,0,0.772887606275849,6.55347643632815e-08,5.92860541123086,8.85359228228178e-15,0,0,0.785873639933312,1.29591603013315e-07
2001,2,CSC,201,98,63.5816326530612,21.4931892685993,1.12385855770109,0.0120594306495654,0.157256235827664,0,0.785858221912422,1.24348674961213e-10,9.55942842225916,2.65001808347191e-23,0,0,0.790112296226525,1.65702426175595e-10
2004,2,CSC,101,344,63.6598837209302,22.9709669967936,1.11100238287989,0.0744512578749167,0.152986776105791,0,0.750522200439137,1.93028344206531e-22,40.5607086775591,3.7e-24,0,0,0.735809489115075,5.09192265213083e-23
2002,1,CSC,300,52,61.5,23.3662233182186,1.302014064015,0.186756793956071,0.123520710059172,0,0.813454958962335,1.24922962474081e-06,4.31804693010879,7.04140931352382e-11,0,0,0.802518226068176,6.82528812060584e-07
2003,2,CSC,100,462,61.974025974026,23.122126405814,1.00811755411346,0.000300234459084804,0.227178618482966,0,0.6757392019296,8.93478618740664e-29,72.8163824583911,3.7e-24,0,0,0.679088672676205,1.17886083233515e-28
2004,1,CSC,101,332,64.6144578313253,23.739564449437,1.04603813720918,0.0142077956801746,0.184503319400049,0,0.728101458438538,6.40796753955496e-23,43.0750828768679,3.7e-24,0,0,0.729042126319472,6.94714642748479e-23
2004,1,CSC,400,50,64.54,20.8260139523351,1.14632369013357,-0.0407796359278314,0.150454545454545,0,0.795620758529659,6.96049535456444e-07,4.54147716329009,1.97095950161557e-11,0,0,0.807750602850856,1.32880139870459e-06
2004,2,CSC,300,86,62.6279069767442,23.9484969498286,1.07481571653757,0.0521909029534496,0.166210670314637,0,0.729537239834973,2.73377400298375e-11,10.9816492711834,3.7e-24,0,0,0.715827117604482,1.31077848825993e-11
2001,2,CSC,105,124,62.491935483871,23.5767199383781,1.01873561071163,0.00828420755789534,0.20580974325214,0,0.693330229591081,9.3858829670619e-15,18.3248802560807,3.7e-24,0,0,0.691254633521656,8.34142111932004e-15
2001,1,CSC,202,102,63.4313725490196,21.6605265854467,1.01655810829271,-0.00469810220601914,0.211007130124777,0,0.690870387197021,2.39523959746801e-13,15.1670643540985,3.7e-24,0,0,0.699522697604067,3.80313028397212e-13
2003,1,CSC,202,100,63.97,25.2992014885766,1.04591451248782,0.0124885700016353,0.1911,0,0.728199883925072,2.57999810359437e-12,12.8668286712955,3.7e-24,0,0,0.730424972952746,2.93295858716293e-12
2002,2,CSC,301,40,61.45,24.7820758220792,1.00658979310435,0.000483338383596669,0.229591836734694,0,0.671995202327485,3.48108416953831e-08,6.27018872759753,1.07840783692464e-15,0,0,0.67488494636918,3.86066285714071e-08
2002,2,CSC,101,300,60.27,23.7407352110503,1.10473542231637,0.0536938391750195,0.154761904761905,0,0.761861666806067,1.5260678288642e-20,33.9653154867798,3.7e-24,0,0,0.756704256006554,9.53649597729856e-21
2000,2,CSC,301,40,63.025,22.1804805617173,1.08660046602312,-0.0195277857122801,0.176785714285714,0,0.760193612415729,1.10589266370842e-06,4.44454122497525,3.06237948217806e-11,0,0,0.776404253284929,2.26180819228616e-06
2002,1,CSC,400,42,61.6904761904762,25.4764243913409,1.13570748104511,-0.0322521600597457,0.161904761904762,0,0.784791078511406,2.13259983952353e-06,4.01565269592791,3.55049571406677e-10,0,0,0.810077414668123,7.31422629314366e-06
2000,1,CSC,202,120,61.2833333333333,23.3062127301011,1.03796124325756,0.0213937948308746,0.1875,0,0.712530847050494,5.09853363390908e-14,16.4472578788707,3.7e-24,0,0,0.70616869012217,3.51344538536159e-14
2001,2,CSC,101,320,61.575,21.5459121943909,1.00924813824424,0.000117091784667306,0.22078488372093,0,0.678471460139626,3.13865142935257e-24,50.1184424094306,3.7e-24,0,0,0.682063452339593,4.10769446057366e-24
2004,2,CSC,202,104,59.4903846153846,23.6063983396257,1.00724995289282,0.000364469349215121,0.228723404255319,0,0.673081532190818,6.84661885792888e-14,16.3978412216678,3.7e-24,0,0,0.676612342785543,8.20913563209056e-14
2004,1,CSC,301,44,62.3636363636364,20.6837661420299,1.01515812760909,0.000583065866278667,0.225609756097561,0,0.689448200149776,2.33507833203286e-08,6.49094695211934,3.37362418117096e-16,0,0,0.692449258955289,2.62130482419424e-08
2004,1,CSC,333,70,62.2285714285714,20.3050442997932,1.01876193336167,0.00863416664468677,0.210227272727273,0,0.693572942969653,8.45337730034928e-11,10.3340605909636,3.7e-24,0,0,0.69085887896462,7.45612669487832e-11
2001,1,CSC,333,64,65.9375,22.2545697108678,1.05146421320298,0.0334550189574234,0.182845744680851,0,0.719748817350604,9.59750847889027e-10,8.42478528580011,1.01106800761995e-20,0,0,0.710248070621158,6.1376723476463e-10
2002,2,CSC,200,180,62.5166666666667,21.8265061041634,1.07031077461582,0.0471672285249694,0.167592592592593,0,0.731576025337697,8.94726734162011e-17,22.9050750444234,3.7e-24,0,0,0.720107595810804,4.00283198122676e-17
2004,2,CSC,100,508,60.0216535433071,22.1003075389377,1.0206198776645,0.00871225486370238,0.203568983224923,0,0.696654917528909,3.16160825938831e-29,74.4714733780977,3.7e-24,0,0,0.695105204681019,2.75415730906068e-29
2002,2,CSC,300,58,60.948275862069,24.4119775130571,1.04942369550168,-0.0107144128493221,0.187192118226601,0,0.732938250850764,6.10087186027592e-09,7.31092860568849,4.28832442171516e-18,0,0,0.748342356584475,1.28045583448418e-08
2001,2,CSC,302,50,62.26,22.1173216815994,1.11720599221158,0.0647995576565464,0.16,0,0.765388733777189,1.52496975514893e-07,5.43637695914073,1.30327595891773e-13,0,0,0.75922941512727,1.13589303928664e-07
2003,2,CSC,200,194,62.0876288659794,23.1092819775859,1.00816124367348,-0.00132622079128212,0.22310623038996,0,0.674773043570769,4.10347187829918e-19,30.4941499345794,3.7e-24,0,0,0.680199130001358,5.79907240184775e-19
2002,1,CSC,302,92,63.5978260869565,23.622051433004,1.09032746919916,0.0138496471850983,0.17781190926276,0,0.760644439942065,6.14897607802068e-11,10.4448627079069,3.7e-24,0,0,0.764390347346257,7.7294201105481e-11
2002,2,CSC,105,66,63.1060606060606,23.2776742083507,1.00857028691595,0.00018003156497477,0.228260869565217,0,0.676141606850575,8.72124872221031e-11,10.2317369972098,3.7e-24,0,0,0.679349290144678,1.00387759817309e-10
2002,1,CSC,101,248,63.0362903225806,22.251477082127,1.06869627114768,0.0473484505657966,0.169354838709677,0,0.730693074350734,8.80290881858975e-20,31.4947040022045,3.7e-24,0,0,0.719935461847068,3.81446749876385e-20
2000,2,CSC,333,50,63.36,19.8902704140204,1.16422404052722,0.0785189496684316,0.15,0,0.788944431706812,4.92318717626189e-07,4.89741865511991,2.66770618217664e-12,0,0,0.783275925742953,3.68774106152093e-07
2003,1,CSC,333,68,64.8088235294118,24.7809853398963,1.06621703572502,-0.048785760764483,0.170479302832244,0,0.72598056258437,5.90341001952038e-10,8.64754135059019,3.10734689272545e-21,0,0,0.750293057633424,2.03734111340923e-09
2001,1,CSC,200,208,61.4230769230769,20.6534283489232,1.0104143832882,0.000496202971960075,0.221036585365854,0,0.680822812680994,1.29355908057833e-19,32.1856010549356,3.7e-24,0,0,0.683606549312478,1.55401780919982e-19
2001,1,CSC,302,72,62.875,23.7415292529274,1.10588353892809,0.0526719357355859,0.151300236406619,0,0.764491709712837,2.12900355372428e-09,7.88281545518832,2.08029360376568e-19,0,0,0.760709163915139,1.72565666140865e-09
2003,1,CSC,101,288,62.6944444444444,23.6944186308663,1.02091356866996,0.010784953336653,0.199435763888889,0,0.695262775866597,1.63058153939995e-22,42.3064972938155,3.7e-24,0,0,0.692452764291146,1.32064767684603e-22
2003,2,CSC,105,98,62.1632653061224,25.0219260046151,1.04373634182721,-0.0283405120656516,0.175587216018483,0,0.713048910847456,1.51495333503462e-12,13.3937812740946,3.7e-24,0,0,0.738651257398329,6.47307373185467e-12
2001,2,CSC,333,78,64.0641025641026,23.3111866259833,1.01558890401286,0.0038738984967899,0.207446808510638,0,0.689628518304337,1.49181622225082e-11,11.5558032942666,3.7e-24,0,0,0.690403548207956,1.54826217847446e-11
2001,1,CSC,101,324,62.9259259259259,21.273700840174,1.08306697803237,0.0541259527522572,0.163717421124829,0,0.738775133518633,2.9837250954056e-22,40.3823763150368,3.7e-24,0,0,0.72700709486294,1.08060838768404e-22
2003,1,CSC,302,10,62.4,20.9878271597821,1.04219132358507,-0.0194835254699205,0.201219512195122,4.4816991729979e-05,0.738417170510897,0.0025793095624116,1.21394528198182,0.00187450010849987,0,0,0.750368370719729,0.00360573808931247
2000,2,CSC,200,158,60.0949367088608,23.4196792350723,1.03849607345031,0.0217963111855071,0.187267311988086,0,0.71310757278553,3.3520298369512e-16,21.6482280065513,3.7e-24,0,0,0.706977121697159,2.25803965028425e-16
2002,1,CSC,200,206,60.7621359223301,23.8326835085867,1.21186621130009,-0.0302682016834722,0.134218136748606,0,0.826919982496576,2.1593581653799e-14,16.4408012385049,3.7e-24,0,0,0.843345095531593,1.22826879562536e-13
2002,2,CSC,302,70,62.2428571428571,22.7165493617942,1.1455929551769,-0.126423037529437,0.139083557951483,0,0.756820078211683,1.99787355560426e-09,7.76990001700582,3.80745721135069e-19,0,0,0.784677071491763,9.55898306393592e-09
2004,2,CSC,301,74,63.5540540540541,20.9088969015793,1.01935957865383,0.00837049419812275,0.203488372093023,0,0.694328888937837,4.00229769997144e-11,10.8357931338997,3.7e-24,0,0,0.692873194235637,3.73563054229751e-11
2001,1,CSC,201,108,62.0925925925926,23.071419806922,1.01949561014732,-0.00719372660888422,0.205314009661836,0,0.695095003170599,1.15379223382995e-13,15.7506775243669,3.7e-24,0,0,0.706110758213342,2.11994214432116e-13
2000,1,CSC,200,226,61.1681415929204,23.509772022097,1.09782328093954,0.0696200152747827,0.150052056220718,0,0.744296242987937,2.03057149981092e-18,27.0571201785104,3.7e-24,0,0,0.730438085952409,6.88683158221153e-19
2004,1,CSC,202,86,62.6279069767442,20.6705510963433,1.04429692244657,-0.0252411804860589,0.188888888888889,0,0.717082019884572,1.40057616667687e-11,11.5759922844339,3.7e-24,0,0,0.735381407533383,3.76866513200118e-11
2003,2,CSC,300,70,61.1571428571429,23.017092397674,1.04107617931611,-0.0252206932343532,0.182857142857143,0,0.714338796940886,2.26620389969649e-10,9.4101832458277,5.02398175965122e-23,0,0,0.733748581823919,5.95406815945478e-10
2001,2,CSC,301,62,64.2903225806452,21.4463777344106,1.02847769250902,0.0166273585800593,0.194444444444444,0,0.702751071003629,6.57625362488762e-10,8.71829416264373,2.00144585844955e-21,0,0,0.698342316253895,5.39314708894896e-10
2003,1,CSC,400,60,66.3833333333333,23.3891845689896,1.03802176365435,-0.0058829985812857,0.197916666666667,0,0.722129752582197,2.42785504291018e-09,7.8398301945432,2.38977605831216e-19,0,0,0.732042892615881,3.87653694233815e-09
2000,2,CSC,400,68,63.6029411764706,22.6400383061503,1.01659370560582,0.00667161998323682,0.217391304347826,0,0.689515978032581,1.04839189975567e-10,10.0238086380959,3.7e-24,0,0,0.687881835941555,9.73424338043235e-11
2004,2,CSC,201,94,63.6170212765957,24.785143999477,1.01918132703094,-0.00670232905230255,0.206299541093033,0,0.695935144705938,1.17668204676947e-12,13.768887637898,3.7e-24,0,0,0.708983612640175,2.34277453599566e-12
2004,2,CSC,200,184,60.8913043478261,21.2108625237109,1.06030925667771,-0.0212040159978976,0.180072463768116,0,0.740585466461766,1.10524403155834e-16,22.50872495424,3.7e-24,0,0,0.754672600064921,3.18163147766707e-16
2002,2,CSC,333,62,62.8064516129032,23.334234829353,1.05762555517688,-0.015498329824549,0.181787634408602,0,0.738438374385928,3.5336793515439e-09,7.52085031229913,1.40228257593099e-18,0,0,0.751066532053405,6.6388486715278e-09
2002,2,CSC,202,86,62.7906976744186,20.8913808735,1.04329238065516,0.0277023184222359,0.183074935400517,0,0.715149687908154,1.26482535309341e-11,11.5476644302048,3.7e-24,0,0,0.708110419581147,8.75899244199789e-12
2000,2,CSC,302,54,63.7037037037037,21.1237411187968,1.14243742467097,-0.0819274865563093,0.143415637860082,0,0.777154488656465,1.21113811171424e-07,5.46502693438669,1.1525620912043e-13,0,0,0.797202675773834,3.49473646568446e-07
2000,2,CSC,202,110,64.4454545454546,22.0839043731017,1.06605484566472,0.00222082929735026,0.18202479338843,0,0.746331303127332,1.68856975268141e-12,12.9907087908492,3.7e-24,0,0,0.751923103361957,2.40018477909577e-12
2003,2,CSC,301,70,63.2714285714286,22.4027181506687,1.04973509826102,-0.00151768832846764,0.198863636363636,0,0.733319166756014,5.82528489883652e-10,8.67018700783903,2.79112793926137e-21,0,0,0.741086836072165,8.68328379818618e-10
2001,2,CSC,400,48,61.6458333333333,25.0076495389109,1.05662537300433,0.040152721616423,0.174921383647799,0,0.718888826799558,2.90681323310879e-08,6.29567132665606,1.05727697197164e-15,0,0,0.706121796699493,1.7053136830323e-08
2000,2,CSC,300,40,62.35,25.3837723247727,1.14875407670233,0.058266056957737,0.155288461538462,0,0.793307003352463,4.92752307814862e-06,3.77582250554811,1.3529378561001e-09,0,0,0.795295863117061,5.41299091472625e-06
2002,2,CSC,201,82,64.5121951219512,22.8793097012541,1.06484008402273,-0.0424815015693439,0.175609756097561,0,0.727075518702583,4.77223130991444e-11,10.6314537678404,3.7e-24,0,0,0.75248735667796,1.93037927671516e-10
2001,1,CSC,105,100,59.95,22.9885237068895,1.00818298059894,-0.000139696425266003,0.228260869565217,0,0.675542463457237,1.50498031326359e-13,15.6828978530249,3.7e-24,0,0,0.680095201823251,1.8985673132435e-13
2002,2,CSC,400,62,64.3387096774194,19.6560119267656,1.06631892650545,0.0405148924294305,0.177981995498875,0,0.732154308635882,2.60087182812765e-09,7.81424035365676,2.80190931837169e-19,0,0,0.72316221927956,1.6909588762739e-09
2001,2,CSC,300,86,62.2325581395349,24.644137553014,1.07556916301383,0.035728034449404,0.175581395348837,0,0.746393697621609,6.99310217357781e-11,10.3397133462689,3.7e-24,0,0,0.74365116650509,5.9852584311233e-11
2000,2,CSC,105,70,61.8285714285714,22.1143087186446,1.02531100924998,0.0105313100827002,0.197936507936508,0,0.702703638412835,1.29676444023226e-10,9.92001175828442,3.7e-24,0,0,0.701295397853601,1.21325501688757e-10
2004,2,CSC,105,80,62.25,23.9532773054312,1.05976396640374,-0.0375694078431537,0.17575,0,0.726901656923927,6.72500880018192e-11,10.3259176397869,3.7e-24,0,0,0.752282506081801,2.67857824122092e-10
2003,2,CSC,101,272,65.0330882352941,24.0395355639914,1.05718779497086,-0.0344959109202078,0.176262486126526,0,0.727826380059228,8.23217464502736e-21,35.2925094640996,3.7e-24,0,0,0.751586708660751,5.96852488229305e-20
2001,1,CSC,300,64,64.25,20.8669252988688,1.0790428226947,-0.00405154248653909,0.177210365853659,0,0.758349735088953,6.58453137036548e-09,7.22341455690326,7.31777050921712e-18,0,0,0.76626572355881,1.00117665577793e-08
2000,1,CSC,333,98,59.9897959183673,26.2059625299829,1.05203944737105,-0.0212817725250902,0.176303854875283,0,0.730656574513377,4.07151833176199e-12,12.4545554715237,3.7e-24,0,0,0.751954661585025,1.43130716198929e-11
2000,1,CSC,300,64,59.453125,25.5441912059294,1.10498542519063,-0.015824015150393,0.1546875,0,0.774209699748504,1.53859027210272e-08,6.65573508139161,1.67466230704294e-16,0,0,0.790664148582558,3.86580355447122e-08
2001,1,CSC,301,98,63.6530612244898,22.7718862847434,1.02236975053015,0.0119337540346994,0.203213200173686,0,0.696237963166948,6.12651671512663e-13,14.2165384764497,3.7e-24,0,0,0.691949640999305,4.89054727953678e-13
